Tutor Name, Timeslot, Available (1=Yes, 0=No)
Tutor1,1,1
Tutor1,2,1
Tutor1,3,1
Tutor1,4,1
Tutor1,5,1
Tutor1,6,1
Tutor1,7,1
Tutor1,8,1
Tutor1,9,1
Tutor1,10,1
Tutor1,11,1
Tutor1,12,1
Tutor1,13,1
Tutor1,14,1
Tutor1,15,1
Tutor1,16,1
Tutor1,17,1
Tutor1,18,1
Tutor1,19,1
Tutor1,20,0
Tutor1,21,0
Tutor1,22,0
Tutor1,23,1
Tutor1,24,1
Tutor1,25,1
Tutor1,26,1
Tutor1,27,1
Tutor1,28,1
Tutor1,29,1
Tutor1,30,1
Tutor1,31,1
Tutor1,32,0
Tutor1,33,0
Tutor1,34,0
Tutor1,35,1
Tutor1,36,1
Tutor1,37,1
Tutor1,38,1
Tutor1,39,0
Tutor1,40,0
Tutor1,41,0
Tutor1,42,0
Tutor1,43,1
Tutor1,44,1
Tutor1,45,1
Tutor1,46,1
Tutor1,47,1
Tutor1,48,1
Tutor1,49,1
Tutor1,50,1
Tutor1,51,1
Tutor1,52,1
Tutor1,53,1
Tutor1,54,1
Tutor1,55,1
Tutor1,56,1
Tutor1,57,1
Tutor1,58,1
Tutor1,59,1
Tutor1,60,1
Tutor1,61,1
Tutor1,62,1
Tutor1,63,1
Tutor1,64,1
Tutor1,65,1
Tutor1,66,1
Tutor1,67,1
Tutor1,68,1
Tutor1,69,1
Tutor1,70,1
Tutor1,71,1
Tutor1,72,1
Tutor1,73,1
Tutor1,74,1
Tutor1,75,1
Tutor1,76,1
Tutor1,77,1
Tutor1,78,1
Tutor1,79,1
Tutor1,80,1
Tutor1,81,0
Tutor1,82,0
Tutor1,83,0
Tutor1,84,0
Tutor1,85,0
Tutor1,86,0
Tutor1,87,1
Tutor1,88,1
Tutor1,89,0
Tutor1,90,0
Tutor1,91,1
Tutor1,92,1
Tutor1,93,1
Tutor1,94,1
Tutor1,95,1
Tutor2,1,1
Tutor2,2,1
Tutor2,3,1
Tutor2,4,1
Tutor2,5,1
Tutor2,6,1
Tutor2,7,1
Tutor2,8,1
Tutor2,9,1
Tutor2,10,1
Tutor2,11,0
Tutor2,12,0
Tutor2,13,0
Tutor2,14,1
Tutor2,15,1
Tutor2,16,1
Tutor2,17,1
Tutor2,18,1
Tutor2,19,1
Tutor2,20,0
Tutor2,21,0
Tutor2,22,0
Tutor2,23,1
Tutor2,24,1
Tutor2,25,1
Tutor2,26,1
Tutor2,27,1
Tutor2,28,1
Tutor2,29,0
Tutor2,30,0
Tutor2,31,0
Tutor2,32,0
Tutor2,33,0
Tutor2,34,0
Tutor2,35,1
Tutor2,36,1
Tutor2,37,1
Tutor2,38,1
Tutor2,39,1
Tutor2,40,1
Tutor2,41,1
Tutor2,42,1
Tutor2,43,1
Tutor2,44,1
Tutor2,45,1
Tutor2,46,1
Tutor2,47,1
Tutor2,48,1
Tutor2,49,1
Tutor2,50,1
Tutor2,51,1
Tutor2,52,1
Tutor2,53,1
Tutor2,54,1
Tutor2,55,1
Tutor2,56,1
Tutor2,57,1
Tutor2,58,1
Tutor2,59,1
Tutor2,60,0
Tutor2,61,0
Tutor2,62,0
Tutor2,63,0
Tutor2,64,1
Tutor2,65,1
Tutor2,66,1
Tutor2,67,1
Tutor2,68,1
Tutor2,69,1
Tutor2,70,1
Tutor2,71,1
Tutor2,72,1
Tutor2,73,1
Tutor2,74,1
Tutor2,75,1
Tutor2,76,1
Tutor2,77,1
Tutor2,78,1
Tutor2,79,1
Tutor2,80,1
Tutor2,81,0
Tutor2,82,0
Tutor2,83,1
Tutor2,84,1
Tutor2,85,1
Tutor2,86,1
Tutor2,87,1
Tutor2,88,1
Tutor2,89,1
Tutor2,90,1
Tutor2,91,1
Tutor2,92,1
Tutor2,93,1
Tutor2,94,1
Tutor2,95,1
Tutor3,1,1
Tutor3,2,1
Tutor3,3,1
Tutor3,4,1
Tutor3,5,1
Tutor3,6,1
Tutor3,7,1
Tutor3,8,1
Tutor3,9,1
Tutor3,10,1
Tutor3,11,1
Tutor3,12,1
Tutor3,13,1
Tutor3,14,1
Tutor3,15,1
Tutor3,16,1
Tutor3,17,1
Tutor3,18,1
Tutor3,19,1
Tutor3,20,1
Tutor3,21,1
Tutor3,22,1
Tutor3,23,1
Tutor3,24,1
Tutor3,25,1
Tutor3,26,1
Tutor3,27,1
Tutor3,28,1
Tutor3,29,1
Tutor3,30,1
Tutor3,31,1
Tutor3,32,0
Tutor3,33,0
Tutor3,34,1
Tutor3,35,1
Tutor3,36,1
Tutor3,37,1
Tutor3,38,1
Tutor3,39,1
Tutor3,40,1
Tutor3,41,0
Tutor3,42,0
Tutor3,43,1
Tutor3,44,1
Tutor3,45,1
Tutor3,46,1
Tutor3,47,1
Tutor3,48,1
Tutor3,49,1
Tutor3,50,1
Tutor3,51,1
Tutor3,52,1
Tutor3,53,1
Tutor3,54,1
Tutor3,55,1
Tutor3,56,1
Tutor3,57,1
Tutor3,58,1
Tutor3,59,1
Tutor3,60,1
Tutor3,61,1
Tutor3,62,0
Tutor3,63,0
Tutor3,64,1
Tutor3,65,1
Tutor3,66,1
Tutor3,67,1
Tutor3,68,1
Tutor3,69,1
Tutor3,70,1
Tutor3,71,1
Tutor3,72,1
Tutor3,73,1
Tutor3,74,1
Tutor3,75,1
Tutor3,76,1
Tutor3,77,1
Tutor3,78,1
Tutor3,79,1
Tutor3,80,1
Tutor3,81,1
Tutor3,82,1
Tutor3,83,1
Tutor3,84,1
Tutor3,85,1
Tutor3,86,1
Tutor3,87,1
Tutor3,88,1
Tutor3,89,1
Tutor3,90,1
Tutor3,91,1
Tutor3,92,1
Tutor3,93,1
Tutor3,94,1
Tutor3,95,1
Tutor4,1,1
Tutor4,2,1
Tutor4,3,1
Tutor4,4,1
Tutor4,5,1
Tutor4,6,1
Tutor4,7,1
Tutor4,8,1
Tutor4,9,1
Tutor4,10,1
Tutor4,11,1
Tutor4,12,1
Tutor4,13,1
Tutor4,14,1
Tutor4,15,1
Tutor4,16,1
Tutor4,17,1
Tutor4,18,1
Tutor4,19,1
Tutor4,20,1
Tutor4,21,1
Tutor4,22,1
Tutor4,23,1
Tutor4,24,1
Tutor4,25,1
Tutor4,26,1
Tutor4,27,1
Tutor4,28,1
Tutor4,29,1
Tutor4,30,1
Tutor4,31,1
Tutor4,32,1
Tutor4,33,1
Tutor4,34,1
Tutor4,35,1
Tutor4,36,1
Tutor4,37,1
Tutor4,38,1
Tutor4,39,1
Tutor4,40,1
Tutor4,41,1
Tutor4,42,1
Tutor4,43,1
Tutor4,44,1
Tutor4,45,1
Tutor4,46,1
Tutor4,47,1
Tutor4,48,1
Tutor4,49,1
Tutor4,50,1
Tutor4,51,1
Tutor4,52,1
Tutor4,53,1
Tutor4,54,1
Tutor4,55,1
Tutor4,56,1
Tutor4,57,1
Tutor4,58,1
Tutor4,59,1
Tutor4,60,1
Tutor4,61,1
Tutor4,62,1
Tutor4,63,1
Tutor4,64,1
Tutor4,65,1
Tutor4,66,1
Tutor4,67,1
Tutor4,68,1
Tutor4,69,1
Tutor4,70,0
Tutor4,71,0
Tutor4,72,0
Tutor4,73,0
Tutor4,74,1
Tutor4,75,1
Tutor4,76,1
Tutor4,77,1
Tutor4,78,1
Tutor4,79,1
Tutor4,80,1
Tutor4,81,1
Tutor4,82,1
Tutor4,83,1
Tutor4,84,1
Tutor4,85,1
Tutor4,86,1
Tutor4,87,0
Tutor4,88,0
Tutor4,89,1
Tutor4,90,1
Tutor4,91,1
Tutor4,92,1
Tutor4,93,1
Tutor4,94,1
Tutor4,95,1
Tutor5,1,0
Tutor5,2,0
Tutor5,3,0
Tutor5,4,1
Tutor5,5,1
Tutor5,6,1
Tutor5,7,1
Tutor5,8,1
Tutor5,9,1
Tutor5,10,1
Tutor5,11,0
Tutor5,12,0
Tutor5,13,0
Tutor5,14,1
Tutor5,15,0
Tutor5,16,0
Tutor5,17,0
Tutor5,18,0
Tutor5,19,1
Tutor5,20,1
Tutor5,21,1
Tutor5,22,1
Tutor5,23,1
Tutor5,24,1
Tutor5,25,1
Tutor5,26,1
Tutor5,27,1
Tutor5,28,1
Tutor5,29,1
Tutor5,30,1
Tutor5,31,1
Tutor5,32,1
Tutor5,33,1
Tutor5,34,1
Tutor5,35,1
Tutor5,36,1
Tutor5,37,1
Tutor5,38,1
Tutor5,39,1
Tutor5,40,1
Tutor5,41,0
Tutor5,42,0
Tutor5,43,1
Tutor5,44,1
Tutor5,45,1
Tutor5,46,1
Tutor5,47,1
Tutor5,48,1
Tutor5,49,1
Tutor5,50,1
Tutor5,51,1
Tutor5,52,1
Tutor5,53,1
Tutor5,54,1
Tutor5,55,1
Tutor5,56,1
Tutor5,57,1
Tutor5,58,1
Tutor5,59,1
Tutor5,60,1
Tutor5,61,1
Tutor5,62,0
Tutor5,63,0
Tutor5,64,1
Tutor5,65,1
Tutor5,66,1
Tutor5,67,1
Tutor5,68,1
Tutor5,69,1
Tutor5,70,1
Tutor5,71,1
Tutor5,72,1
Tutor5,73,1
Tutor5,74,1
Tutor5,75,1
Tutor5,76,1
Tutor5,77,1
Tutor5,78,1
Tutor5,79,0
Tutor5,80,0
Tutor5,81,1
Tutor5,82,1
Tutor5,83,1
Tutor5,84,1
Tutor5,85,1
Tutor5,86,1
Tutor5,87,1
Tutor5,88,1
Tutor5,89,0
Tutor5,90,0
Tutor5,91,1
Tutor5,92,1
Tutor5,93,1
Tutor5,94,1
Tutor5,95,1
Tutor6,1,1
Tutor6,2,1
Tutor6,3,1
Tutor6,4,1
Tutor6,5,1
Tutor6,6,1
Tutor6,7,1
Tutor6,8,1
Tutor6,9,1
Tutor6,10,1
Tutor6,11,1
Tutor6,12,1
Tutor6,13,1
Tutor6,14,1
Tutor6,15,0
Tutor6,16,0
Tutor6,17,1
Tutor6,18,1
Tutor6,19,1
Tutor6,20,1
Tutor6,21,1
Tutor6,22,1
Tutor6,23,1
Tutor6,24,1
Tutor6,25,1
Tutor6,26,1
Tutor6,27,1
Tutor6,28,1
Tutor6,29,1
Tutor6,30,1
Tutor6,31,1
Tutor6,32,1
Tutor6,33,1
Tutor6,34,1
Tutor6,35,1
Tutor6,36,1
Tutor6,37,1
Tutor6,38,1
Tutor6,39,1
Tutor6,40,1
Tutor6,41,1
Tutor6,42,1
Tutor6,43,1
Tutor6,44,1
Tutor6,45,1
Tutor6,46,1
Tutor6,47,1
Tutor6,48,1
Tutor6,49,1
Tutor6,50,1
Tutor6,51,1
Tutor6,52,1
Tutor6,53,1
Tutor6,54,1
Tutor6,55,1
Tutor6,56,1
Tutor6,57,1
Tutor6,58,1
Tutor6,59,1
Tutor6,60,1
Tutor6,61,1
Tutor6,62,1
Tutor6,63,1
Tutor6,64,1
Tutor6,65,1
Tutor6,66,1
Tutor6,67,1
Tutor6,68,1
Tutor6,69,1
Tutor6,70,1
Tutor6,71,1
Tutor6,72,0
Tutor6,73,0
Tutor6,74,1
Tutor6,75,1
Tutor6,76,1
Tutor6,77,1
Tutor6,78,1
Tutor6,79,0
Tutor6,80,0
Tutor6,81,1
Tutor6,82,1
