Tutor Name, Course Name, Timeslot
Tutor86,Course52,70
Tutor86,Course52,71
Tutor87,Course5,89
Tutor87,Course5,90
Tutor87,Course5,91
Tutor87,Course5,92
Tutor87,Course8,85
Tutor87,Course8,86
Tutor87,Course8,87
Tutor87,Course8,88
Tutor87,Course21,7
Tutor87,Course21,8
Tutor87,Course21,9
Tutor87,Course21,10
Tutor87,Course32,49
Tutor87,Course32,50
Tutor87,Course37,15
Tutor87,Course37,16
Tutor87,Course37,17
Tutor87,Course37,18
Tutor88,Course5,85
Tutor88,Course5,86
Tutor88,Course5,87
Tutor88,Course5,88
Tutor88,Course16,62
Tutor88,Course16,63
Tutor88,Course16,64
Tutor88,Course16,65
Tutor88,Course21,7
Tutor88,Course21,8
Tutor88,Course21,9
Tutor88,Course21,10
Tutor88,Course51,81
Tutor88,Course51,82
Tutor88,Course52,70
Tutor88,Course52,71
Tutor88,Course52,72
Tutor88,Course52,73
Tutor89,Course6,32
Tutor89,Course6,33
Tutor89,Course6,34
Tutor89,Course8,85
Tutor89,Course8,86
Tutor89,Course8,87
Tutor89,Course8,88
Tutor89,Course43,14
Tutor89,Course43,15
Tutor89,Course43,16
Tutor89,Course54,47
Tutor89,Course54,48
Tutor89,Course54,49
Tutor89,Course54,50
Tutor90,Course21,7
Tutor90,Course21,8
Tutor90,Course30,60
Tutor90,Course30,61
Tutor90,Course30,62
Tutor90,Course30,63
Tutor90,Course43,1
Tutor90,Course43,2
Tutor90,Course43,3
Tutor90,Course43,14
Tutor90,Course43,15
Tutor90,Course43,16
Tutor90,Course46,83
Tutor90,Course46,84
Tutor90,Course51,72
Tutor90,Course51,73
Tutor90,Course51,81
Tutor90,Course51,82
Tutor91,Course6,23
Tutor91,Course6,24
Tutor91,Course6,25
Tutor91,Course12,83
Tutor91,Course12,84
Tutor91,Course41,64
Tutor91,Course41,65
Tutor91,Course43,1
Tutor91,Course43,2
Tutor91,Course43,3
Tutor91,Course43,14
Tutor91,Course43,15
Tutor91,Course43,16
Tutor91,Course51,72
Tutor91,Course51,73
Tutor92,Course6,20
Tutor92,Course6,21
Tutor92,Course6,22
Tutor92,Course6,29
Tutor92,Course6,30
Tutor92,Course6,31
Tutor92,Course7,62
Tutor92,Course7,63
Tutor92,Course21,7
Tutor92,Course21,8
Tutor92,Course21,9
Tutor92,Course21,10
Tutor92,Course28,72
Tutor92,Course28,73
Tutor92,Course42,24
Tutor92,Course42,25
Tutor92,Course42,26
Tutor92,Course42,27
Tutor93,Course6,23
Tutor93,Course6,24
Tutor93,Course6,25
Tutor93,Course6,29
Tutor93,Course6,30
Tutor93,Course6,31
Tutor93,Course11,41
Tutor93,Course11,42
Tutor93,Course11,45
Tutor93,Course11,46
Tutor93,Course19,87
Tutor93,Course19,88
Tutor93,Course19,89
Tutor93,Course19,90
Tutor93,Course24,47
Tutor93,Course24,48
Tutor93,Course52,72
Tutor93,Course52,73
Tutor94,Course11,45
Tutor94,Course11,46
Tutor94,Course21,9
Tutor94,Course21,10
Tutor94,Course30,60
Tutor94,Course30,61
Tutor94,Course30,62
Tutor94,Course30,63
Tutor94,Course33,28
Tutor94,Course33,29
Tutor94,Course33,30
Tutor94,Course33,31
Tutor94,Course49,39
Tutor94,Course49,40
Tutor94,Course49,41
Tutor94,Course49,42
Tutor95,Course3,22
Tutor95,Course3,23
Tutor95,Course22,30
Tutor95,Course22,31
Tutor95,Course22,32
Tutor95,Course22,33
Tutor95,Course22,43
Tutor95,Course22,44
Tutor95,Course22,45
Tutor95,Course22,46
Tutor95,Course42,24
Tutor95,Course42,25
Tutor95,Course42,26
Tutor95,Course42,27
Tutor95,Course49,39
Tutor95,Course49,40
Tutor95,Course49,41
Tutor95,Course49,42
Tutor96,Course9,13
Tutor96,Course9,14
Tutor96,Course16,64
Tutor96,Course16,65
Tutor96,Course56,68
Tutor96,Course56,69
Tutor97,Course7,62
Tutor97,Course7,63
Tutor97,Course49,39
Tutor97,Course49,40
Tutor97,Course49,41
Tutor97,Course49,42
Tutor98,Course22,43
Tutor98,Course22,44
Tutor98,Course22,45
Tutor98,Course22,46
Tutor98,Course23,74
Tutor98,Course23,75
Tutor98,Course43,4
Tutor98,Course43,5
Tutor98,Course43,6
Tutor98,Course45,1
Tutor98,Course45,2
Tutor98,Course48,60
Tutor98,Course48,61
Tutor99,Course6,20
Tutor99,Course6,21
Tutor99,Course6,22
Tutor99,Course6,32
Tutor99,Course6,33
Tutor99,Course6,34
Tutor99,Course20,66
Tutor99,Course20,67
Tutor99,Course33,28
Tutor99,Course33,29
Tutor99,Course33,30
Tutor99,Course33,31
Tutor99,Course39,5
Tutor99,Course39,6
Tutor99,Course42,24
Tutor99,Course42,25
Tutor99,Course42,26
Tutor99,Course42,27
Tutor100,Course6,23
Tutor100,Course6,24
Tutor100,Course6,25
Tutor100,Course16,62
Tutor100,Course16,63
Tutor100,Course19,30
Tutor100,Course19,31
Tutor100,Course19,32
Tutor100,Course19,33
Tutor100,Course20,66
Tutor100,Course20,67
Tutor100,Course20,72
Tutor100,Course20,73
Tutor100,Course49,39
Tutor100,Course49,40
Tutor100,Course49,41
Tutor100,Course49,42
Tutor101,Course8,85
Tutor101,Course8,86
Tutor101,Course8,87
Tutor101,Course8,88
Tutor101,Course11,41
Tutor101,Course11,42
Tutor101,Course22,43
Tutor101,Course22,44
Tutor101,Course22,45
Tutor101,Course22,46
Tutor101,Course35,79
Tutor101,Course35,80
Tutor101,Course43,1
Tutor101,Course43,2
Tutor101,Course43,3
Tutor101,Course43,14
Tutor101,Course43,15
Tutor101,Course43,16
Tutor102,Course8,77
Tutor102,Course8,78
Tutor102,Course8,79
Tutor102,Course8,80
Tutor102,Course21,7
Tutor102,Course21,8
Tutor102,Course21,9
Tutor102,Course21,10
Tutor102,Course29,62
Tutor102,Course29,63
Tutor102,Course43,4
Tutor102,Course43,5
Tutor102,Course43,6
Tutor102,Course43,11
Tutor102,Course43,12
Tutor102,Course43,13
Tutor102,Course51,81
Tutor102,Course51,82
Tutor103,Course4,87
Tutor103,Course4,88
Tutor103,Course11,41
Tutor103,Course11,42
Tutor103,Course11,43
Tutor103,Course11,44
Tutor103,Course11,45
Tutor103,Course11,46
Tutor103,Course16,62
Tutor103,Course16,63
Tutor103,Course16,64
Tutor103,Course16,65
Tutor103,Course21,9
Tutor103,Course21,10
Tutor103,Course54,47
Tutor103,Course54,48
Tutor103,Course54,49
Tutor103,Course54,50
Tutor104,Course11,41
Tutor104,Course11,42
Tutor104,Course16,64
Tutor104,Course16,65
Tutor104,Course23,74
Tutor104,Course23,75
Tutor104,Course51,70
Tutor104,Course51,71
Tutor104,Course51,72
Tutor104,Course51,73
Tutor104,Course52,81
Tutor104,Course52,82
Tutor105,Course12,81
Tutor105,Course12,82
Tutor105,Course17,28
Tutor105,Course17,29
Tutor105,Course50,62
Tutor105,Course50,63
Tutor106,Course11,41
Tutor106,Course11,42
Tutor106,Course16,64
Tutor106,Course16,65
Tutor106,Course50,62
Tutor106,Course50,63
Tutor107,Course9,15
Tutor107,Course9,16
Tutor107,Course15,32
Tutor107,Course15,33
Tutor107,Course26,72
Tutor107,Course26,73
Tutor108,Course25,68
Tutor108,Course25,69
Tutor108,Course40,32
Tutor108,Course40,33
Tutor108,Course40,34
Tutor108,Course40,35
Tutor109,Course8,77
Tutor109,Course8,78
Tutor109,Course8,79
Tutor109,Course8,80
Tutor109,Course29,62
Tutor109,Course29,63
