#Record "Start hour" " Dem" Win Sol AirTemp
3232 1615.5 38686.09 6301.04 326.21 0.6
3233 1616.0 39654.15 7215.75 498.69 1.5
3234 1616.5 39873.18 8130.44 669.97 2.9
3235 1617.0 40549.95 8450.94 732.13 3.1
3236 1617.5 40790.78 8771.43 794.29 4.1
3237 1618.0 40915.69 8865.36 831.80 5.0
3238 1618.5 41164.45 8955.01 869.31 5.4
3239 1619.0 41547.95 9254.11 794.19 5.4
3240 1619.5 42087.02 9548.92 719.09 5.6
3241 1620.0 42372.44 9775.34 715.54 6.2
3242 1620.5 42288.29 9997.48 711.99 6.5
3243 1621.0 41942.57 10095.67 653.32 6.9
3244 1621.5 41557.22 10189.57 593.48 7.2
3245 1622.0 41497.84 9903.08 547.71 7.4
3246 1622.5 41208.59 9612.32 500.78 7.7
3247 1623.0 40917.36 9868.64 463.23 7.9
3248 1623.5 41306.82 10124.96 424.52 8.2
3249 1624.0 42118.36 10141.93 354.14 8.4
3250 1624.5 43101.32 10158.90 283.77 8.5
3251 1625.0 43886.11 9624.55 191.13 8.6
3252 1625.5 44565.89 9085.94 97.32 8.6
3253 1626.0 45881.77 8671.28 50.42 8.7
3254 1626.5 46147.38 8252.36 3.52 8.6
3255 1627.0 45273.56 8342.00 2.34 8.4
3256 1627.5 43787.40 8427.37 0.00 8.0
3257 1628.0 42299.25 8128.12 0.00 7.5
3258 1628.5 40559.44 7828.88 0.00 7.1
3259 1629.0 38475.79 7739.04 0.00 6.8
3260 1629.5 36321.80 7644.93 0.00 6.2
3261 1630.0 34134.10 7717.48 0.00 6.2
3262 1630.5 31875.06 7790.03 0.00 5.8
3263 1631.0 29683.39 7819.85 0.00 5.3
3264 1631.5 28346.81 7845.39 0.00 5.1
3265 1632.0 28087.25 7618.82 0.00 5.9
3266 1632.5 28408.33 7387.98 0.00 5.8
3267 1633.0 28528.27 7375.07 0.00 5.3
3268 1633.5 28069.56 7357.89 0.00 5.2
3269 1634.0 27601.93 7208.25 0.00 4.7
3270 1634.5 27587.11 7054.34 0.00 3.8
3271 1635.0 27167.04 7114.07 0.00 4.2
3272 1635.5 26664.72 7169.53 0.00 3.4
3273 1636.0 26455.70 6626.82 0.00 3.4
3274 1636.5 26681.66 6079.85 0.00 3.0
3275 1637.0 27408.99 5887.51 0.00 3.2
3276 1637.5 28785.33 5695.18 0.00 3.0
3277 1638.0 32270.22 5443.03 3.51 2.7
3278 1638.5 35225.02 5186.63 7.03 2.4
3279 1639.0 38537.52 5019.94 176.87 2.6
3280 1639.5 39700.86 4848.99 346.69 3.7
3281 1640.0 40104.20 4750.67 739.03 6.9
3282 1640.5 39807.01 4652.35 1130.17 8.5
3283 1641.0 39655.47 4460.05 1582.18 9.0
3284 1641.5 39018.41 4267.75 2034.15 9.2
3285 1642.0 38519.08 4105.37 2366.65 8.6
3286 1642.5 38210.98 3942.98 2699.11 9.2
3287 1643.0 38038.63 3819.05 2784.49 9.5
3288 1643.5 38101.12 3690.85 2868.69 9.3
3289 1644.0 38092.27 3408.87 2973.95 10.2
3290 1644.5 37810.92 3126.89 3079.21 11.4
3291 1645.0 37456.25 2913.27 3006.50 11.9
3292 1645.5 37284.89 2695.38 2932.63 11.7
3293 1646.0 37507.90 2413.43 2728.82 11.7
3294 1646.5 37469.32 2131.48 2525.03 11.1
3295 1647.0 37583.33 1794.01 2171.42 12.9
3296 1647.5 38515.82 1456.54 1816.66 11.8
3297 1648.0 39598.93 1217.33 1403.41 12.2
3298 1648.5 41052.63 978.12 989.02 11.1
3299 1649.0 42348.79 807.26 627.33 8.8
3300 1649.5 43250.57 632.13 264.50 7.9
3301 1650.0 45692.21 730.36 133.41 7.1
3302 1650.5 47022.08 828.59 1.17 6.5
3303 1651.0 46604.99 1042.13 1.17 6.0
3304 1651.5 45433.82 1255.66 0.00 4.8
3305 1652.0 43993.12 1610.13 0.00 5.4
3306 1652.5 42091.65 1964.60 0.00 4.9
3307 1653.0 40422.04 2254.99 0.00 4.6
3308 1653.5 37992.40 2545.37 0.00 3.9
3309 1654.0 35573.65 2814.39 0.00 3.5
3310 1654.5 33411.55 3079.14 0.00 3.5
3311 1655.0 30819.37 3407.93 0.00 3.5
3312 1655.5 29508.44 3736.72 0.00 3.3
3313 1656.0 29144.83 3822.09 0.00 3.8
3314 1656.5 29395.58 3903.18 0.00 3.4
3315 1657.0 29218.25 4099.57 0.00 4.1
3316 1657.5 28438.45 4291.68 0.00 4.3
3317 1658.0 27658.64 4539.30 0.00 3.9
3318 1658.5 27551.66 4786.92 0.00 3.8
3319 1659.0 26974.00 5124.20 0.00 3.4
3320 1659.5 26485.52 5457.21 0.00 3.3
3321 1660.0 26256.66 5798.75 0.00 2.9
3322 1660.5 26264.63 6136.01 0.00 2.6
3323 1661.0 26902.83 6387.86 0.00 2.3
3324 1661.5 28436.84 6639.70 0.00 2.1
3325 1662.0 31661.40 6976.94 4.68 1.8
3326 1662.5 34447.97 7314.17 9.35 1.6
3327 1663.0 37612.09 7506.21 178.88 2.1
3328 1663.5 38493.10 7698.26 347.22 3.2
3329 1664.0 39063.95 8082.43 702.60 4.4
3330 1664.5 38842.04 8466.59 1056.78 5.5
3331 1665.0 38952.10 8773.89 1385.21 6.6
3332 1665.5 38560.74 9081.19 1712.45 7.9
3333 1666.0 38230.82 9081.07 1812.91 7.3
3334 1666.5 38278.45 9080.96 1913.36 8.2
3335 1667.0 38287.43 9221.74 1939.00 9.0
3336 1667.5 38604.60 9358.24 1963.47 10.3
3337 1668.0 38765.20 9072.09 1899.11 11.3
3338 1668.5 38777.16 8781.67 1834.76 11.1
3339 1669.0 39019.02 8824.25 1631.36 11.7
3340 1669.5 39216.28 8866.83 1427.97 11.9
3341 1670.0 39528.50 8311.75 1194.21 11.9
3342 1670.5 39659.38 7756.69 960.47 11.9
3343 1671.0 39637.64 7124.79 855.28 11.4
3344 1671.5 40615.79 6492.91 750.09 11.5
3345 1672.0 41616.74 6074.49 580.66 11.2
3346 1672.5 42834.71 5656.08 410.07 10.9
3347 1673.0 43721.70 4930.33 287.39 10.6
3348 1673.5 44314.38 4204.60 163.55 10.3
3349 1674.0 45739.47 3662.44 85.27 10.0
3350 1674.5 46536.30 3116.03 7.01 9.8
3351 1675.0 45912.06 2667.80 3.50 9.6
3352 1675.5 44929.08 2219.58 0.00 9.5
3353 1676.0 43694.39 1933.57 0.00 9.3
3354 1676.5 41992.95 1647.57 0.00 9.1
3355 1677.0 40167.62 1681.70 0.00 9.1
3356 1677.5 37988.51 1711.55 0.00 9.1
3357 1678.0 35743.98 1852.38 0.00 9.0
3358 1678.5 33665.93 1993.20 0.00 8.9
3359 1679.0 31362.92 2210.85 0.00 8.8
3360 1679.5 29921.08 2424.22 0.00 8.7
3361 1680.0 29645.63 2539.43 0.00 8.5
3362 1680.5 29820.10 2654.63 0.00 8.5
3363 1681.0 29411.85 3055.77 0.00 8.4
3364 1681.5 28714.24 3452.64 0.00 8.3
3365 1682.0 28087.97 3725.73 0.00 8.2
3366 1682.5 27853.15 3998.82 0.00 8.0
3367 1683.0 27224.90 4455.40 0.00 7.9
3368 1683.5 26675.93 4907.71 0.00 7.9
3369 1684.0 26320.20 5257.59 0.00 7.8
3370 1684.5 26176.55 5603.19 0.00 7.8
3371 1685.0 26675.07 6136.54 0.00 7.9
3372 1685.5 28115.06 6669.89 0.00 7.9
3373 1686.0 31075.27 6853.30 12.84 7.8
3374 1686.5 33953.23 7032.44 24.51 7.8
3375 1687.0 37216.71 7271.32 173.88 8.0
3376 1687.5 38334.65 7510.19 323.24 8.1
3377 1688.0 38677.61 7689.31 595.11 8.4
3378 1688.5 38467.57 7864.17 866.97 8.7
3379 1689.0 38904.68 7928.07 1130.63 8.9
3380 1689.5 38791.77 7991.98 1393.10 9.7
3381 1690.0 38416.23 8162.56 1646.23 10.7
3382 1690.5 38016.91 8333.13 1898.16 11.7
3383 1691.0 37875.26 8461.03 1978.59 12.2
3384 1691.5 37685.04 8584.66 2059.01 12.5
3385 1692.0 37647.44 8648.55 2163.91 12.9
3386 1692.5 37480.02 8712.44 2268.81 12.9
3387 1693.0 37288.81 8533.14 2078.60 12.4
3388 1693.5 37246.26 8349.57 1888.40 12.2
3389 1694.0 37679.41 8311.07 1674.88 12.5
3390 1694.5 37534.78 8268.30 1460.22 12.5
3391 1695.0 37865.85 8080.48 1200.08 12.4
3392 1695.5 38862.91 7888.40 938.80 12.0
3393 1696.0 40003.67 7517.14 685.71 11.8
3394 1696.5 41444.72 7145.88 432.63 11.6
3395 1697.0 42519.09 6616.79 274.03 11.3
3396 1697.5 43386.33 6087.72 114.27 10.9
3397 1698.0 45491.41 5729.29 58.30 10.5
3398 1698.5 45910.70 5370.88 1.17 10.2
3399 1699.0 45075.31 4918.62 1.17 10.0
3400 1699.5 43953.51 4462.11 0.00 9.7
3401 1700.0 42473.93 4120.79 0.00 9.5
3402 1700.5 40695.04 3775.21 0.00 9.2
3403 1701.0 39199.59 3433.91 0.00 8.8
3404 1701.5 37040.12 3088.35 0.00 8.7
3405 1702.0 34847.94 3092.57 0.00 7.3
3406 1702.5 32867.84 3096.80 0.00 7.2
3407 1703.0 30679.61 3118.09 0.00 7.1
3408 1703.5 29496.32 3135.11 0.00 6.8
3409 1704.0 29218.87 2972.99 0.00 2.4
3410 1704.5 29431.01 2810.87 0.00 2.4
3411 1705.0 29195.18 2571.98 0.00 2.4
3412 1705.5 28511.38 2333.09 0.00 2.4
3413 1706.0 27949.49 2320.27 0.00 1.7
3414 1706.5 27755.28 2307.44 0.00 0.6
3415 1707.0 27376.73 2200.79 0.00 0.2
3416 1707.5 26834.66 2094.13 0.00 0.2
3417 1708.0 26510.61 2145.29 0.00 0.0
3418 1708.5 26692.03 2196.44 0.00 -0.2
3419 1709.0 27467.11 2260.38 0.00 -0.4
3420 1709.5 28933.97 2324.33 0.00 -0.5
3421 1710.0 32172.92 2409.60 11.65 -0.5
3422 1710.5 35096.70 2490.60 22.13 -0.4
3423 1711.0 38609.21 2413.80 116.48 -0.4
3424 1711.5 40199.99 2337.01 209.66 -0.4
3425 1712.0 40772.92 2388.15 379.71 -0.4
3426 1712.5 40862.18 2439.30 548.57 -0.4
3427 1713.0 41413.31 2507.50 753.53 -0.3
3428 1713.5 41278.58 2575.70 958.47 -0.4
3429 1714.0 41104.22 2550.08 1135.45 -0.4
3430 1714.5 41146.90 2524.46 1311.25 -0.6
3431 1715.0 41013.17 2596.92 1466.07 -0.8
3432 1715.5 40860.61 2669.38 1619.72 -0.6
3433 1716.0 40847.79 2814.33 1702.33 -0.5
3434 1716.5 40421.68 2955.01 1783.77 -0.2
3435 1717.0 40131.35 2822.79 1733.63 0.2
3436 1717.5 39734.97 2686.31 1682.34 0.5
3437 1718.0 39614.12 2733.18 1561.20 1.1
3438 1718.5 39289.10 2775.78 1438.90 2.1
3439 1719.0 38934.34 2733.11 1277.04 3.0
3440 1719.5 39267.42 2690.44 1114.02 3.3
3441 1720.0 39929.56 2596.60 926.57 3.1
3442 1720.5 40810.74 2502.77 737.96 3.1
3443 1721.0 41627.50 2622.12 495.84 2.9
3444 1721.5 42356.06 2737.20 253.73 2.4
3445 1722.0 44062.86 2745.70 130.35 2.0
3446 1722.5 45198.78 2754.19 6.98 1.6
3447 1723.0 44408.91 2788.26 3.49 1.4
3448 1723.5 43019.41 2818.07 0.00 1.1
3449 1724.0 41710.19 2805.25 0.00 1.2
3450 1724.5 39898.45 2792.42 0.00 1.5
3451 1725.0 38206.63 2728.44 0.00 1.3
3452 1725.5 36356.22 2660.20 0.00 1.0
3453 1726.0 34396.79 2702.79 0.00 0.3
3454 1726.5 32682.15 2745.39 0.00 -0.2
3455 1727.0 30865.43 2898.82 0.00 -0.4
3456 1727.5 29789.09 3052.25 0.00 -0.6
3457 1728.0 29342.13 3316.51 0.00 2.0
3458 1728.5 29620.69 3580.77 0.00 1.9
3459 1729.0 29181.66 3444.31 0.00 1.6
3460 1729.5 28277.77 3307.86 0.00 1.3
3461 1730.0 27711.86 3239.62 0.00 1.2
3462 1730.5 27483.94 3171.38 0.00 1.1
3463 1731.0 26908.12 3235.28 0.00 0.9
3464 1731.5 26258.95 3299.17 0.00 0.6
3465 1732.0 25886.32 3090.27 0.00 0.5
3466 1732.5 25721.83 2881.38 0.00 0.6
3467 1733.0 25913.17 2962.33 0.00 0.7
3468 1733.5 26397.89 3043.27 0.00 0.8
3469 1734.0 27534.81 3064.55 10.47 0.7
3470 1734.5 28494.32 3085.82 19.77 0.8
3471 1735.0 30254.70 3298.89 159.29 1.0
3472 1735.5 31518.50 3507.69 297.64 1.1
3473 1736.0 33520.74 3456.50 525.50 1.4
3474 1736.5 35060.10 3401.05 752.17 2.8
3475 1737.0 36129.65 3371.18 869.56 2.8
3476 1737.5 35945.35 3341.30 985.77 2.6
3477 1738.0 36278.44 3354.05 1058.97 3.3
3478 1738.5 36553.06 3366.79 1130.99 3.9
3479 1739.0 36686.94 3520.17 1370.39 4.2
3480 1739.5 36902.09 3669.28 1609.77 3.7
3481 1740.0 36930.89 3728.90 1581.82 3.7
3482 1740.5 36627.65 3788.52 1553.86 3.6
3483 1741.0 36340.26 3707.50 1575.88 3.6
3484 1741.5 35902.21 3622.23 1597.90 3.5
3485 1742.0 35601.94 3732.98 1533.93 3.3
3486 1742.5 35206.51 3839.47 1469.96 3.3
3487 1743.0 35064.82 3843.68 1318.85 3.9
3488 1743.5 35165.00 3847.89 1166.58 3.8
3489 1744.0 35664.62 3847.85 924.86 5.0
3490 1744.5 36840.26 3847.80 682.00 4.5
3491 1745.0 38065.45 3809.40 455.43 4.4
3492 1745.5 39276.78 3771.00 227.70 4.3
3493 1746.0 40837.01 3702.78 118.49 4.0
3494 1746.5 42306.06 3630.30 8.13 3.7
3495 1747.0 41892.80 3826.26 4.65 2.8
3496 1747.5 40331.70 4022.21 0.00 2.3
3497 1748.0 38928.20 3953.98 0.00 1.9
3498 1748.5 37567.31 3881.50 0.00 1.5
3499 1749.0 36149.93 3894.24 0.00 1.3
3500 1749.5 34547.17 3906.97 0.00 1.5
3501 1750.0 32897.83 3860.06 0.00 1.7
3502 1750.5 31885.84 3808.88 0.00 1.8
3503 1751.0 30184.94 3868.48 0.00 2.0
3504 1751.5 29027.23 3928.08 0.00 2.0
3505 1752.0 28802.27 3847.08 0.00 2.6
3506 1752.5 29004.53 3761.83 0.00 2.6
3507 1753.0 28430.66 3689.36 0.00 2.7
3508 1753.5 27606.98 3616.89 0.00 2.7
3509 1754.0 26919.11 3599.81 0.00 2.9
3510 1754.5 26808.13 3582.72 0.00 2.9
3511 1755.0 26161.89 3514.52 0.00 2.9
3512 1755.5 25483.92 3446.31 0.00 2.9
3513 1756.0 25142.97 3463.31 0.00 2.9
3514 1756.5 24971.53 3476.05 0.00 2.8
3515 1757.0 24936.88 3561.20 0.00 2.9
3516 1757.5 25134.18 3642.09 0.00 3.0
3517 1758.0 25781.51 3625.01 5.80 3.1
3518 1758.5 26020.44 3607.92 10.45 3.3
3519 1759.0 27132.68 3680.29 68.47 3.4
3520 1759.5 28098.21 3752.66 125.34 3.4
3521 1760.0 30056.99 3803.73 244.86 3.4
3522 1760.5 31819.50 3850.53 363.21 3.3
3523 1761.0 33521.55 3961.23 486.20 3.4
3524 1761.5 34609.02 4071.92 608.02 3.9
3525 1762.0 35467.52 3927.06 742.59 4.2
3526 1762.5 36241.76 3782.19 875.99 4.4
3527 1763.0 36723.58 3786.41 930.48 5.0
3528 1763.5 36979.39 3790.62 984.98 5.8
3529 1764.0 37401.73 4037.60 1033.66 5.6
3530 1764.5 37408.73 4280.31 1081.19 5.9
3531 1765.0 36881.43 4467.65 1006.90 5.8
3532 1765.5 36663.41 4650.73 931.47 5.8
3533 1766.0 36708.08 4459.03 821.24 5.8
3534 1766.5 36520.79 4263.07 711.01 5.6
3535 1767.0 36655.67 4390.77 619.36 5.3
3536 1767.5 36888.68 4514.22 527.71 5.0
3537 1768.0 37321.93 4190.51 432.59 4.9
3538 1768.5 38031.76 3866.80 337.48 4.9
3539 1769.0 38760.42 3922.12 231.93 4.7
3540 1769.5 39481.15 3973.17 125.24 4.3
3541 1770.0 40696.55 3930.54 66.10 4.2
3542 1770.5 41535.25 3883.65 5.80 3.8
3543 1771.0 41143.76 4015.61 3.48 3.7
3544 1771.5 40470.73 4143.31 0.00 3.8
3545 1772.0 39511.22 3994.22 0.00 3.5
3546 1772.5 38100.67 3840.87 0.00 3.5
3547 1773.0 36688.12 3840.83 0.00 3.5
3548 1773.5 34741.26 3840.78 0.00 3.4
3549 1774.0 33176.05 3708.73 0.00 3.3
3550 1774.5 31334.25 3576.69 0.00 3.3
3551 1775.0 29363.58 3321.17 0.00 3.2
3552 1775.5 28212.72 3065.66 0.00 3.2
3553 1776.0 28119.58 2903.82 0.00 2.5
3554 1776.5 28589.51 2737.73 0.00 2.5
3555 1777.0 28521.16 2767.50 0.00 2.5
3556 1777.5 27901.63 2797.27 0.00 2.6
3557 1778.0 27468.47 2733.38 0.00 2.5
3558 1778.5 27481.41 2665.22 0.00 2.5
3559 1779.0 27093.84 2571.52 0.00 2.4
3560 1779.5 26599.22 2473.57 0.00 2.5
3561 1780.0 26336.56 2524.63 0.00 2.5
3562 1780.5 26443.67 2575.69 0.00 2.5
3563 1781.0 27196.13 2443.68 0.00 2.4
3564 1781.5 28707.96 2307.42 0.00 2.5
3565 1782.0 32043.84 2307.39 4.63 2.5
3566 1782.5 35226.08 2307.36 9.27 2.5
3567 1783.0 38937.70 2324.36 71.82 2.6
3568 1783.5 40829.23 2341.36 134.37 2.7
3569 1784.0 42103.17 2362.61 278.00 2.8
3570 1784.5 42513.66 2379.61 420.46 3.0
3571 1785.0 43304.82 2375.33 575.65 3.2
3572 1785.5 43516.05 2366.78 730.83 3.5
3573 1786.0 43373.37 2302.90 884.84 3.7
3574 1786.5 43428.96 2239.02 1038.84 4.0
3575 1787.0 43554.93 2145.35 1050.38 4.2
3576 1787.5 43672.97 2047.42 1060.76 4.8
3577 1788.0 43842.57 1987.80 1093.14 5.2
3578 1788.5 43600.75 1928.19 1124.37 5.9
3579 1789.0 43451.13 1979.24 1105.80 5.3
3580 1789.5 43548.35 2030.29 1087.23 5.9
3581 1790.0 43645.58 2008.99 1025.82 6.0
3582 1790.5 43328.42 1987.68 964.42 5.7
3583 1791.0 43299.74 2030.22 848.61 5.8
3584 1791.5 43876.79 2068.50 731.66 6.0
3585 1792.0 44849.39 2145.08 564.93 6.7
3586 1792.5 45929.06 2217.41 398.21 5.6
3587 1793.0 46649.87 2076.93 272.02 5.3
3588 1793.5 47022.70 1932.21 145.85 5.1
3589 1794.0 48049.84 1932.18 77.55 4.8
3590 1794.5 48796.42 1927.90 9.26 4.4
3591 1795.0 48035.13 1795.95 4.63 3.6
3592 1795.5 46615.56 1659.74 0.00 3.4
3593 1796.0 45138.48 1638.44 0.00 2.5
3594 1796.5 43182.56 1617.15 0.00 2.0
3595 1797.0 41153.27 1510.74 0.00 1.9
3596 1797.5 38813.68 1404.33 0.00 2.2
3597 1798.0 36258.94 1353.25 0.00 2.2
3598 1798.5 34209.80 1297.91 0.00 2.3
3599 1799.0 31975.27 1319.17 0.00 2.5
3600 1799.5 30657.76 1340.43 0.00 2.5
3601 1800.0 30409.97 1306.37 0.00 0.6
3602 1800.5 30732.22 1268.06 0.00 0.7
3603 1801.0 30609.34 1204.21 0.00 0.7
3604 1801.5 29988.78 1136.12 0.00 0.6
3605 1802.0 29406.87 1119.08 0.00 0.6
3606 1802.5 29402.96 1102.05 0.00 0.5
3607 1803.0 29023.30 1076.51 0.00 0.3
3608 1803.5 28339.28 1050.96 0.00 0.5
3609 1804.0 28102.38 1046.69 0.00 0.6
3610 1804.5 28205.53 1042.43 0.00 0.6
3611 1805.0 28869.82 999.87 0.00 0.6
3612 1805.5 30170.60 957.31 0.00 0.4
3613 1806.0 33282.70 940.28 8.09 0.3
3614 1806.5 36354.15 923.25 16.19 0.3
3615 1807.0 39799.38 889.20 101.76 0.1
3616 1807.5 41399.59 855.15 187.32 0.4
3617 1808.0 42344.49 859.40 360.74 0.6
3618 1808.5 42451.63 863.64 533.00 1.3
3619 1809.0 43062.42 867.88 795.42 1.4
3620 1809.5 42923.69 867.87 1057.83 1.2
3621 1810.0 42688.79 876.37 1269.35 1.3
3622 1810.5 42260.57 884.87 1479.69 1.2
3623 1811.0 42089.12 846.57 1603.32 1.2
3624 1811.5 41806.63 804.02 1726.95 1.2
3625 1812.0 41684.76 808.26 1904.88 1.2
3626 1812.5 41292.22 812.51 2081.65 1.2
3627 1813.0 40936.36 791.23 2085.04 1.2
3628 1813.5 40734.18 765.69 2087.28 1.3
3629 1814.0 40676.74 782.70 1919.62 6.8
3630 1814.5 40418.04 799.71 1751.98 6.7
3631 1815.0 40431.99 863.50 1602.84 7.7
3632 1815.5 41095.34 927.29 1453.71 7.7
3633 1816.0 42195.91 901.76 1195.97 7.3
3634 1816.5 43376.79 876.23 937.10 7.1
3635 1817.0 44259.25 893.23 626.25 6.0
3636 1817.5 44940.45 905.98 315.42 5.1
3637 1818.0 46403.91 863.44 165.21 4.3
3638 1818.5 48018.07 816.64 13.86 3.1
3639 1819.0 47447.08 795.36 6.93 2.0
3640 1819.5 46261.37 769.83 0.00 1.2
3641 1820.0 44758.40 774.08 0.00 1.0
3642 1820.5 42960.96 778.32 0.00 1.2
3643 1821.0 40990.99 765.55 0.00 1.0
3644 1821.5 38772.17 752.78 0.00 0.8
3645 1822.0 36474.02 727.26 0.00 0.0
3646 1822.5 34357.30 701.73 0.00 -0.4
3647 1823.0 31999.64 714.48 0.00 -0.2
3648 1823.5 30667.16 727.23 0.00 -0.9
3649 1824.0 30346.96 761.24 0.00 3.1
3650 1824.5 30547.29 795.25 0.00 3.0
3651 1825.0 30443.24 790.99 0.00 2.7
3652 1825.5 29692.74 786.73 0.00 2.8
3653 1826.0 29316.03 863.27 0.00 2.5
3654 1826.5 29251.63 935.55 0.00 2.2
3655 1827.0 28768.83 939.79 0.00 2.1
3656 1827.5 28220.59 944.03 0.00 2.2
3657 1828.0 27920.21 999.30 0.00 2.3
3658 1828.5 28079.89 1050.31 0.00 2.6
3659 1829.0 28838.43 1067.31 0.00 2.3
3660 1829.5 30114.52 1080.05 0.00 2.2
3661 1830.0 32996.84 1135.32 19.62 2.2
3662 1830.5 36147.86 1190.58 38.09 2.2
3663 1831.0 39497.19 1131.04 216.99 2.2
3664 1831.5 40724.73 1071.49 395.88 2.4
3665 1832.0 41519.98 1037.47 722.48 2.4
3666 1832.5 41457.58 1003.44 1049.06 2.5
3667 1833.0 41676.77 1088.46 1422.92 2.5
3668 1833.5 41435.91 1169.23 1795.61 3.4
3669 1834.0 40871.81 1173.47 2124.41 4.3
3670 1834.5 40499.07 1177.71 2453.19 6.5
3671 1835.0 40289.93 1215.96 2569.64 8.6
3672 1835.5 39933.05 1249.95 2686.08 9.1
3673 1836.0 39971.79 1249.94 2801.35 9.4
3674 1836.5 39680.35 1249.92 2915.46 9.7
3675 1837.0 39426.59 1228.65 2856.52 10.7
3676 1837.5 39215.46 1207.38 2796.42 10.5
3677 1838.0 39297.82 1186.11 2492.92 10.5
3678 1838.5 39188.82 1164.84 2188.28 10.1
3679 1839.0 39424.87 1203.08 1920.59 11.0
3680 1839.5 40252.86 1241.33 1652.91 10.0
3681 1840.0 41387.23 1283.82 1303.36 10.3
3682 1840.5 42706.03 1326.32 952.69 9.4
3683 1841.0 43726.38 1356.06 652.79 9.5
3684 1841.5 44376.90 1381.55 352.91 9.2
3685 1842.0 45703.64 1419.79 186.83 9.0
3686 1842.5 47412.13 1458.03 19.60 8.8
3687 1843.0 47046.33 1598.28 10.38 8.3
3688 1843.5 45841.69 1738.54 0.00 7.4
3689 1844.0 44360.41 1781.02 0.00 6.9
3690 1844.5 42505.31 1819.26 0.00 6.7
3691 1845.0 40547.09 1870.24 0.00 6.4
3692 1845.5 38192.25 1921.22 0.00 5.5
3693 1846.0 35935.55 1742.68 0.00 4.6
3694 1846.5 33861.30 1559.89 0.00 4.6
3695 1847.0 31392.40 1525.87 0.00 4.4
3696 1847.5 30122.28 1491.85 0.00 3.8
3697 1848.0 29839.74 1496.08 0.00 3.2
3698 1848.5 30144.19 1496.06 0.00 2.9
3699 1849.0 29908.25 1576.80 0.00 3.2
3700 1849.5 29245.95 1653.28 0.00 2.9
3701 1850.0 28617.35 1653.26 0.00 2.5
3702 1850.5 28550.96 1648.99 0.00 2.5
3703 1851.0 28259.49 1644.72 0.00 2.6
3704 1851.5 27696.33 1640.45 0.00 2.7
3705 1852.0 27368.17 1640.43 0.00 2.9
3706 1852.5 27352.35 1636.16 0.00 2.9
3707 1853.0 28116.89 1665.88 0.00 2.8
3708 1853.5 29439.69 1695.61 0.00 2.8
3709 1854.0 32414.45 1699.84 12.67 2.9
3710 1854.5 35717.44 1699.82 24.20 2.9
3711 1855.0 39306.00 1695.55 124.43 3.0
3712 1855.5 40713.11 1687.03 224.65 3.1
3713 1856.0 41560.98 1767.75 375.56 3.4
3714 1856.5 41482.72 1848.46 525.30 3.6
3715 1857.0 42088.64 1784.70 716.50 3.9
3716 1857.5 42136.31 1716.69 906.54 4.1
3717 1858.0 42137.37 1708.17 1027.45 4.5
3718 1858.5 42151.32 1699.65 1147.19 4.9
3719 1859.0 42016.54 1720.88 1265.78 6.9
3720 1859.5 41916.46 1737.85 1383.21 8.0
3721 1860.0 41870.91 1767.57 1489.11 8.3
3722 1860.5 41501.12 1797.29 1595.00 8.5
3723 1861.0 41373.27 1776.03 1573.06 9.0
3724 1861.5 41086.77 1750.51 1549.97 9.2
3725 1862.0 40930.17 1771.73 1473.91 9.9
3726 1862.5 40726.96 1788.71 1397.86 9.3
3727 1863.0 40542.59 1763.19 1235.46 9.8
3728 1863.5 41290.32 1737.68 1073.07 9.9
3729 1864.0 42264.15 1712.17 887.67 10.1
3730 1864.5 43385.72 1686.65 702.28 8.9
3731 1865.0 44243.54 1690.88 490.43 8.5
3732 1865.5 44981.37 1690.86 277.44 7.2
3733 1866.0 46193.19 1673.85 147.35 6.4
3734 1866.5 47581.52 1652.58 17.27 5.6
3735 1867.0 47015.39 1648.32 9.21 4.9
3736 1867.5 45686.71 1644.05 0.00 4.6
3737 1868.0 44253.89 1656.77 0.00 4.2
3738 1868.5 42589.04 1665.25 0.00 3.8
3739 1869.0 40416.47 1682.22 0.00 3.9
3740 1869.5 38223.07 1699.19 0.00 4.1
3741 1870.0 35950.33 1737.40 0.00 3.9
3742 1870.5 33899.71 1775.61 0.00 3.3
3743 1871.0 31751.90 1877.54 0.00 3.1
3744 1871.5 30271.45 1979.46 0.00 2.8
3745 1872.0 29872.87 2000.67 0.00 3.2
3746 1872.5 30206.11 2017.64 0.00 3.4
3747 1873.0 29850.16 2106.81 0.00 3.6
3748 1873.5 29043.02 2195.99 0.00 3.7
3749 1874.0 28502.63 2191.71 0.00 3.7
3750 1874.5 28381.69 2187.44 0.00 3.9
3751 1875.0 27972.19 2187.41 0.00 4.0
3752 1875.5 27397.09 2183.14 0.00 4.2
3753 1876.0 27019.32 2251.06 0.00 4.1
3754 1876.5 27177.03 2314.75 0.00 4.0
3755 1877.0 27816.69 2272.25 0.00 3.9
3756 1877.5 29116.79 2229.75 0.00 4.0
3757 1878.0 31867.68 2301.92 25.30 3.9
3758 1878.5 34865.49 2374.09 49.45 4.0
3759 1879.0 38349.23 2369.81 208.15 4.3
3760 1879.5 39864.54 2365.54 366.84 4.8
3761 1880.0 40696.61 2705.26 623.26 5.4
3762 1880.5 40881.13 3040.72 878.51 7.0
3763 1881.0 42289.35 3006.71 670.36 8.1
3764 1881.5 42785.25 2972.70 462.22 7.4
3765 1882.0 41603.26 3316.64 1064.67 8.7
