#Record "Start hour" " Dem" Win Sol AirTemp
8777 4388.0 32533.00 1108.00 313.29 15.3
8778 4388.5 32145.00 1084.00 60.92 13.3
8779 4389.0 31842.00 1104.00 30.94 12.1
8780 4389.5 30334.00 1124.00 0.00 11.8
8781 4390.0 28297.00 1144.00 0.00 11.8
8782 4390.5 26416.00 1160.00 0.00 12.3
8783 4391.0 24916.00 1244.00 0.00 12.1
8784 4391.5 23986.00 1324.00 0.00 12.6
8785 4392.0 23469.00 1248.00 0.00 14.5
8786 4392.5 23208.00 1168.00 0.00 14.2
8787 4393.0 22830.00 1116.00 0.00 13.9
8788 4393.5 22451.00 1060.00 0.00 13.0
8789 4394.0 22320.00 1000.00 0.00 12.7
8790 4394.5 22202.00 940.00 0.00 13.0
8791 4395.0 22042.00 920.00 0.97 12.6
8792 4395.5 21575.00 896.00 0.97 12.2
8793 4396.0 21953.00 856.00 122.80 12.4
8794 4396.5 22877.00 816.00 243.67 13.0
8795 4397.0 25103.00 800.00 623.69 13.0
8796 4397.5 27672.00 780.00 1003.71 13.5
8797 4398.0 30534.00 800.00 1498.80 14.2
8798 4398.5 32153.00 816.00 1992.92 18.0
8799 4399.0 33211.00 912.00 2660.14 20.4
8800 4399.5 33369.00 1008.00 3326.39 21.7
8801 4400.0 33504.00 1104.00 3852.43 22.2
8802 4400.5 33303.00 1196.00 4377.50 22.9
8803 4401.0 32798.00 1352.00 4921.92 23.1
8804 4401.5 32689.00 1508.00 5466.34 24.1
8805 4402.0 32640.00 1616.00 5793.19 23.4
8806 4402.5 32589.00 1720.00 6120.04 23.7
8807 4403.0 32382.00 1860.00 6275.74 24.3
8808 4403.5 32098.00 2000.00 6430.47 24.7
8809 4404.0 32002.00 2196.00 6246.75 25.0
8810 4404.5 31864.00 2388.00 6062.07 26.0
8811 4405.0 31852.00 2580.00 5755.54 25.9
8812 4405.5 31731.00 2772.00 5449.02 26.0
8813 4406.0 31602.00 3004.00 4986.80 26.6
8814 4406.5 31786.00 3236.00 4523.62 26.1
8815 4407.0 32290.00 3444.00 4075.91 25.8
8816 4407.5 32790.00 3652.00 3627.23 26.0
8817 4408.0 32987.00 3816.00 3217.22 25.9
8818 4408.5 32877.00 3980.00 2807.22 26.8
8819 4409.0 32511.00 4076.00 2434.93 26.4
8820 4409.5 32286.00 4168.00 2062.63 26.3
8821 4410.0 31899.00 4140.00 1506.60 26.1
8822 4410.5 31657.00 4112.00 950.57 24.6
8823 4411.0 31030.00 4104.00 640.16 23.5
8824 4411.5 30500.00 4096.00 328.79 22.0
8825 4412.0 30289.00 4180.00 183.73 21.0
8826 4412.5 30142.00 4264.00 38.68 20.2
8827 4413.0 29770.00 4344.00 19.34 19.8
8828 4413.5 28593.00 4420.00 0.00 19.6
8829 4414.0 26816.00 4488.00 0.00 19.3
8830 4414.5 25140.00 4556.00 0.00 18.9
8831 4415.0 23672.00 4656.00 0.00 18.5
8832 4415.5 22705.00 4756.00 0.00 18.4
8833 4416.0 22009.00 4696.00 0.00 18.2
8834 4416.5 21556.00 4636.00 0.00 18.1
8835 4417.0 21202.00 4588.00 0.00 17.0
8836 4417.5 20864.00 4540.00 0.00 16.8
8837 4418.0 20614.00 4476.00 0.00 16.6
8838 4418.5 20607.00 4408.00 0.00 16.7
8839 4419.0 20445.00 4320.00 0.97 17.1
8840 4419.5 19973.00 4232.00 1.93 17.5
8841 4420.0 19843.00 4272.00 43.52 17.7
8842 4420.5 20046.00 4308.00 85.10 17.8
8843 4421.0 21089.00 4356.00 273.68 18.0
8844 4421.5 22192.00 4400.00 462.25 18.2
8845 4422.0 23760.00 4464.00 824.90 18.4
8846 4422.5 25309.00 4528.00 1187.55 18.6
8847 4423.0 26983.00 4684.00 1527.95 19.2
8848 4423.5 28186.00 4836.00 1868.36 21.3
8849 4424.0 29253.00 4912.00 2365.44 22.3
8850 4424.5 29355.00 4984.00 2861.54 24.3
8851 4425.0 29407.00 5096.00 3494.98 23.2
8852 4425.5 29202.00 5208.00 4127.45 24.4
8853 4426.0 28897.00 5156.00 4595.52 25.0
8854 4426.5 28536.00 5104.00 5063.59 25.7
8855 4427.0 27971.00 5208.00 5466.87 26.5
8856 4427.5 27338.00 5312.00 5870.15 25.8
8857 4428.0 26703.00 5348.00 6019.09 26.3
8858 4428.5 26194.00 5384.00 6168.03 25.4
8859 4429.0 25804.00 5424.00 6020.08 26.9
8860 4429.5 25332.00 5460.00 5871.16 25.5
8861 4430.0 25141.00 5400.00 5679.69 25.8
8862 4430.5 25231.00 5336.00 5488.22 26.0
8863 4431.0 25663.00 5120.00 5235.82 26.1
8864 4431.5 26329.00 4904.00 4982.45 26.6
8865 4432.0 27194.00 4680.00 4333.54 26.7
8866 4432.5 27750.00 4452.00 3684.63 25.9
8867 4433.0 28176.00 4064.00 3266.85 25.6
8868 4433.5 28548.00 3676.00 2848.10 25.5
8869 4434.0 28555.00 3308.00 2194.35 25.1
8870 4434.5 28431.00 2936.00 1540.59 24.6
8871 4435.0 28167.00 2572.00 1038.67 24.2
8872 4435.5 28117.00 2208.00 536.74 23.6
8873 4436.0 27999.00 2020.00 308.51 21.4
8874 4436.5 28227.00 1832.00 79.30 20.0
8875 4437.0 28396.00 1700.00 39.65 18.8
8876 4437.5 27643.00 1568.00 0.00 18.0
8877 4438.0 26386.00 1476.00 0.00 17.4
8878 4438.5 25188.00 1380.00 0.00 15.9
8879 4439.0 23854.00 1380.00 0.00 15.5
8880 4439.5 22802.00 1376.00 0.00 14.4
8881 4440.0 22245.00 1300.00 0.00 16.1
8882 4440.5 21798.00 1220.00 0.00 16.0
8883 4441.0 21253.00 1172.00 0.00 15.8
8884 4441.5 20759.00 1124.00 0.00 16.1
8885 4442.0 20431.00 1064.00 0.00 15.5
8886 4442.5 20314.00 1004.00 0.00 15.7
8887 4443.0 20071.00 996.00 0.97 15.4
8888 4443.5 19313.00 984.00 0.97 15.0
8889 4444.0 19091.00 972.00 76.40 15.0
8890 4444.5 19136.00 960.00 150.87 15.2
8891 4445.0 19646.00 956.00 432.31 15.9
8892 4445.5 20240.00 948.00 713.75 17.1
8893 4446.0 21178.00 984.00 968.11 17.4
8894 4446.5 22338.00 1020.00 1221.50 18.0
8895 4447.0 23968.00 1120.00 1388.82 19.3
8896 4447.5 25388.00 1220.00 1556.14 19.5
8897 4448.0 27027.00 1316.00 1604.50 19.9
8898 4448.5 27970.00 1412.00 1651.90 20.7
8899 4449.0 28731.00 1480.00 1827.92 21.6
8900 4449.5 29026.00 1544.00 2002.98 21.6
8901 4450.0 29202.00 1600.00 2500.10 22.4
8902 4450.5 29088.00 1656.00 2997.23 24.0
8903 4451.0 29271.00 1708.00 3196.47 25.6
8904 4451.5 29028.00 1760.00 3394.74 26.1
8905 4452.0 28304.00 1776.00 3475.02 25.7
8906 4452.5 27515.00 1792.00 3554.34 25.1
8907 4453.0 27115.00 1800.00 3729.40 25.1
8908 4453.5 26783.00 1804.00 3904.47 18.4
8909 4454.0 26726.00 1904.00 3852.25 19.0
8910 4454.5 26939.00 2004.00 3800.03 21.8
8911 4455.0 27421.00 2068.00 3695.58 23.2
8912 4455.5 27998.00 2132.00 3591.13 22.3
8913 4456.0 28429.00 2308.00 3192.66 16.8
8914 4456.5 28804.00 2480.00 2794.19 21.4
8915 4457.0 28844.00 2504.00 2540.79 22.1
8916 4457.5 28997.00 2524.00 2286.43 22.9
8917 4458.0 29157.00 2424.00 1933.41 23.0
8918 4458.5 29022.00 2320.00 1579.42 23.3
8919 4459.0 29052.00 2172.00 1112.27 22.7
8920 4459.5 28642.00 2020.00 644.15 21.4
8921 4460.0 28521.00 2000.00 353.03 19.7
8922 4460.5 28372.00 1980.00 60.93 18.9
8923 4461.0 28499.00 2004.00 30.95 18.2
8924 4461.5 27154.00 2028.00 0.00 17.5
8925 4462.0 25162.00 2052.00 0.00 17.1
8926 4462.5 23464.00 2076.00 0.00 16.4
8927 4463.0 22074.00 2208.00 0.00 16.3
8928 4463.5 21297.00 2336.00 0.00 16.1
8929 4464.0 20928.00 2272.00 0.00 8.4
8930 4464.5 20794.00 2208.00 0.00 7.8
8931 4465.0 20482.00 2128.00 0.00 7.6
8932 4465.5 20196.00 2048.00 0.00 7.5
8933 4466.0 20059.00 1916.00 0.00 7.2
8934 4466.5 20063.00 1784.00 0.00 7.3
8935 4467.0 20087.00 1764.00 0.97 7.3
8936 4467.5 19723.00 1744.00 0.97 7.3
8937 4468.0 20141.00 1744.00 109.30 7.5
8938 4468.5 21245.00 1740.00 217.63 7.4
8939 4469.0 23877.00 1792.00 555.19 7.5
8940 4469.5 26561.00 1840.00 891.79 7.9
8941 4470.0 29412.00 1932.00 1278.68 8.7
8942 4470.5 31180.00 2020.00 1665.57 10.1
8943 4471.0 32405.00 2152.00 2112.44 12.9
8944 4471.5 32659.00 2284.00 2558.34 14.1
8945 4472.0 33072.00 2440.00 2909.45 14.0
8946 4472.5 33189.00 2596.00 3260.57 16.5
8947 4473.0 33391.00 2692.00 3333.12 15.0
8948 4473.5 33527.00 2784.00 3404.70 13.6
8949 4474.0 33784.00 2964.00 3420.18 13.4
8950 4474.5 33850.00 3140.00 3434.70 12.4
8951 4475.0 33913.00 3304.00 3465.65 11.8
8952 4475.5 33813.00 3464.00 3496.61 11.2
8953 4476.0 33615.00 3568.00 3261.58 11.3
8954 4476.5 33346.00 3668.00 3025.57 12.7
8955 4477.0 33244.00 3668.00 2973.35 12.8
8956 4477.5 33269.00 3664.00 2920.15 13.0
8957 4478.0 33061.00 3656.00 2785.71 14.7
8958 4478.5 33495.00 3648.00 2651.27 14.1
8959 4479.0 34192.00 3636.00 2680.29 15.1
8960 4479.5 34892.00 3624.00 2709.31 14.3
8961 4480.0 35198.00 3624.00 2424.94 15.2
8962 4480.5 35101.00 3620.00 2140.57 15.5
8963 4481.0 35159.00 3644.00 1825.24 15.3
8964 4481.5 34637.00 3664.00 1508.95 15.1
8965 4482.0 34019.00 3616.00 1113.33 14.9
8966 4482.5 33552.00 3564.00 716.75 14.4
8967 4483.0 32885.00 3600.00 486.54 14.3
8968 4483.5 32148.00 3632.00 256.33 14.0
8969 4484.0 31917.00 3692.00 139.29 13.8
8970 4484.5 31528.00 3748.00 22.25 13.2
8971 4485.0 30360.00 3844.00 11.61 12.2
8972 4485.5 28240.00 3940.00 0.00 12.2
8973 4486.0 26133.00 4028.00 0.00 12.3
8974 4486.5 24541.00 4116.00 0.00 12.3
8975 4487.0 23041.00 4296.00 0.00 12.3
8976 4487.5 22209.00 4476.00 0.00 12.1
8977 4488.0 21827.00 4440.00 0.00 15.1
8978 4488.5 21447.00 4404.00 0.00 15.0
8979 4489.0 21074.00 4320.00 0.00 14.9
8980 4489.5 20779.00 4236.00 0.00 14.8
8981 4490.0 20610.00 4096.00 0.00 14.8
8982 4490.5 20627.00 3956.00 0.00 14.8
8983 4491.0 20575.00 3812.00 0.97 14.4
8984 4491.5 20365.00 3664.00 0.97 14.4
8985 4492.0 20763.00 3592.00 46.43 14.5
8986 4492.5 21620.00 3520.00 91.89 14.7
8987 4493.0 24299.00 3460.00 236.02 14.8
8988 4493.5 27023.00 3396.00 379.19 14.9
8989 4494.0 30124.00 3404.00 593.93 15.4
8990 4494.5 32129.00 3412.00 808.68 15.9
8991 4495.0 33623.00 3516.00 1096.94 16.1
8992 4495.5 33836.00 3616.00 1384.24 16.6
8993 4496.0 34275.00 3712.00 1746.02 16.9
8994 4496.5 34167.00 3804.00 2106.84 17.9
8995 4497.0 33733.00 3980.00 2339.97 20.6
8996 4497.5 33622.00 4152.00 2573.10 19.6
8997 4498.0 33623.00 4348.00 2952.30 17.7
8998 4498.5 33511.00 4544.00 3331.50 18.2
8999 4499.0 33415.00 4736.00 4142.14 17.6
9000 4499.5 32700.00 4928.00 4951.81 18.7
9001 4500.0 31916.00 5260.00 5195.59 17.4
9002 4500.5 31508.00 5588.00 5438.40 20.2
9003 4501.0 31051.00 5796.00 5204.31 17.5
9004 4501.5 30664.00 6000.00 4969.26 16.5
9005 4502.0 30553.00 6192.00 4903.49 18.5
9006 4502.5 30996.00 6384.00 4837.72 19.9
9007 4503.0 31715.00 6456.00 4414.03 20.5
9008 4503.5 32451.00 6524.00 3990.33 16.0
9009 4504.0 32787.00 6492.00 3582.12 18.4
9010 4504.5 32806.00 6460.00 3172.93 18.4
9011 4505.0 32693.00 6324.00 2691.19 18.3
9012 4505.5 32644.00 6188.00 2209.45 18.5
9013 4506.0 32269.00 5800.00 1806.07 17.5
9014 4506.5 31986.00 5412.00 1401.71 16.3
9015 4507.0 31546.00 5136.00 919.97 16.1
9016 4507.5 30910.00 4856.00 437.25 15.2
9017 4508.0 30701.00 4784.00 237.01 14.5
9018 4508.5 30405.00 4708.00 36.76 13.9
9019 4509.0 29874.00 4704.00 18.38 13.7
9020 4509.5 28211.00 4700.00 0.00 13.5
9021 4510.0 26102.00 4788.00 0.00 13.4
9022 4510.5 24336.00 4872.00 0.00 13.2
9023 4511.0 22898.00 4988.00 0.00 13.2
9024 4511.5 22040.00 5100.00 0.00 13.2
9025 4512.0 21490.00 5072.00 0.00 13.4
9026 4512.5 21243.00 5040.00 0.00 13.2
9027 4513.0 20896.00 5012.00 0.00 13.0
9028 4513.5 20674.00 4980.00 0.00 12.9
9029 4514.0 20508.00 4892.00 0.00 12.8
9030 4514.5 20531.00 4800.00 0.00 12.6
9031 4515.0 20624.00 4748.00 0.00 12.7
9032 4515.5 20437.00 4692.00 0.00 12.9
9033 4516.0 20783.00 4664.00 33.86 12.8
9034 4516.5 21756.00 4636.00 66.75 12.9
9035 4517.0 24389.00 4676.00 188.64 13.1
9036 4517.5 27040.00 4716.00 310.54 13.2
9037 4518.0 30158.00 4824.00 578.51 14.1
9038 4518.5 32107.00 4928.00 846.48 14.1
9039 4519.0 33194.00 5112.00 1117.36 14.2
9040 4519.5 33506.00 5296.00 1388.24 14.6
9041 4520.0 34090.00 5396.00 1662.98 15.6
9042 4520.5 34151.00 5496.00 1937.73 18.8
9043 4521.0 34160.00 5576.00 2082.85 16.2
9044 4521.5 34096.00 5652.00 2227.97 16.3
9045 4522.0 34470.00 5728.00 2415.65 18.0
9046 4522.5 34720.00 5800.00 2602.37 17.4
9047 4523.0 34692.00 5824.00 2748.45 17.0
9048 4523.5 34317.00 5844.00 2894.54 17.6
9049 4524.0 33897.00 5932.00 3267.97 14.3
9050 4524.5 33439.00 6020.00 3640.44 14.6
9051 4525.0 33074.00 6128.00 3680.11 16.3
9052 4525.5 32842.00 6236.00 3718.82 17.1
9053 4526.0 32391.00 6296.00 3728.50 18.1
9054 4526.5 32824.00 6356.00 3737.21 17.4
9055 4527.0 33518.00 6276.00 3319.28 18.5
9056 4527.5 34093.00 6196.00 2901.36 18.0
9057 4528.0 34472.00 5988.00 2832.67 17.4
9058 4528.5 34269.00 5780.00 2763.99 17.2
9059 4529.0 33995.00 5480.00 2358.63 17.4
9060 4529.5 33800.00 5176.00 1952.31 16.4
9061 4530.0 33496.00 4740.00 1508.26 15.5
9062 4530.5 33047.00 4300.00 1063.23 15.2
9063 4531.0 32842.00 3940.00 737.20 15.4
9064 4531.5 32192.00 3576.00 411.17 14.8
9065 4532.0 31867.00 3276.00 229.29 14.2
9066 4532.5 31500.00 2972.00 47.41 13.7
9067 4533.0 30938.00 2836.00 24.19 13.3
9068 4533.5 29216.00 2696.00 0.00 12.6
9069 4534.0 27136.00 2608.00 0.00 12.1
9070 4534.5 25378.00 2520.00 0.00 12.0
9071 4535.0 23805.00 2408.00 0.00 11.6
9072 4535.5 22991.00 2296.00 0.00 11.3
9073 4536.0 22571.00 2328.00 0.00 11.7
9074 4536.5 22383.00 2356.00 0.00 11.5
9075 4537.0 21977.00 2340.00 0.00 11.4
9076 4537.5 21677.00 2324.00 0.00 11.4
9077 4538.0 21451.00 2252.00 0.00 11.3
9078 4538.5 21332.00 2180.00 0.00 11.2
9079 4539.0 21208.00 2104.00 0.97 10.9
9080 4539.5 20860.00 2028.00 0.97 10.3
9081 4540.0 21264.00 1984.00 75.46 9.7
9082 4540.5 22213.00 1940.00 149.96 9.2
9083 4541.0 24668.00 1920.00 514.70 8.9
9084 4541.5 26902.00 1896.00 878.48 9.6
9085 4542.0 29666.00 1852.00 1341.91 10.6
9086 4542.5 31562.00 1808.00 1804.38 13.1
9087 4543.0 32671.00 1768.00 2421.65 14.2
9088 4543.5 32625.00 1724.00 3037.95 14.6
9089 4544.0 32933.00 1636.00 3596.20 14.5
9090 4544.5 32908.00 1544.00 4153.49 15.7
9091 4545.0 32738.00 1520.00 4593.71 16.4
9092 4545.5 32661.00 1492.00 5033.94 16.4
9093 4546.0 32651.00 1480.00 5157.79 16.3
9094 4546.5 32694.00 1464.00 5280.67 16.6
9095 4547.0 32584.00 1492.00 5637.70 17.7
9096 4547.5 32164.00 1520.00 5993.75 19.2
9097 4548.0 31793.00 1512.00 6139.86 20.2
9098 4548.5 31444.00 1504.00 6285.00 19.4
9099 4549.0 31217.00 1512.00 6037.32 19.9
9100 4549.5 30950.00 1516.00 5789.65 19.1
9101 4550.0 30917.00 1544.00 5706.45 20.4
9102 4550.5 31373.00 1572.00 5622.29 21.0
9103 4551.0 32171.00 1584.00 5214.97 22.3
9104 4551.5 32975.00 1592.00 4806.68 22.5
9105 4552.0 33478.00 1572.00 4363.56 22.9
9106 4552.5 33578.00 1548.00 3919.47 23.3
9107 4553.0 33716.00 1496.00 3250.92 23.6
9108 4553.5 33667.00 1444.00 2581.39 22.8
9109 4554.0 33574.00 1300.00 2057.95 21.9
9110 4554.5 33297.00 1156.00 1534.52 21.9
9111 4555.0 33046.00 1084.00 1047.85 21.5
9112 4555.5 32504.00 1008.00 560.21 21.0
9113 4556.0 32360.00 992.00 299.94 18.5
9114 4556.5 32138.00 976.00 39.67 16.9
9115 4557.0 31658.00 1012.00 20.32 16.2
9116 4557.5 29925.00 1044.00 0.00 15.3
9117 4558.0 27883.00 1084.00 0.00 14.6
9118 4558.5 25952.00 1120.00 0.00 14.7
9119 4559.0 24422.00 1308.00 0.00 13.6
9120 4559.5 23526.00 1496.00 0.00 13.3
9121 4560.0 23084.00 1528.00 0.00 14.3
9122 4560.5 22796.00 1560.00 0.00 14.0
9123 4561.0 22371.00 1612.00 0.00 13.9
9124 4561.5 22163.00 1664.00 0.00 13.6
9125 4562.0 21893.00 1668.00 0.00 13.6
9126 4562.5 21740.00 1672.00 0.00 13.5
9127 4563.0 21605.00 1764.00 0.00 13.6
9128 4563.5 21271.00 1856.00 0.00 14.1
9129 4564.0 21538.00 1912.00 73.54 14.3
9130 4564.5 22369.00 1964.00 147.07 14.1
9131 4565.0 24683.00 2044.00 474.11 14.7
9132 4565.5 26999.00 2124.00 801.16 15.2
9133 4566.0 29976.00 2084.00 1243.34 16.4
9134 4566.5 31686.00 2040.00 1684.56 18.7
9135 4567.0 32738.00 2180.00 2276.73 21.9
9136 4567.5 32718.00 2316.00 2868.90 21.3
9137 4568.0 32937.00 2432.00 3492.03 21.0
9138 4568.5 32670.00 2548.00 4115.17 21.7
9139 4569.0 32294.00 2788.00 4515.76 21.4
9140 4569.5 32047.00 3028.00 4916.35 22.4
9141 4570.0 32011.00 3184.00 5425.31 23.6
9142 4570.5 31857.00 3340.00 5934.28 23.7
9143 4571.0 31814.00 3496.00 6163.61 25.6
9144 4571.5 31433.00 3652.00 6392.95 25.8
9145 4572.0 30905.00 3728.00 6473.27 25.2
9146 4572.5 30622.00 3800.00 6553.59 26.7
9147 4573.0 30430.00 3840.00 6431.69 26.9
9148 4573.5 30328.00 3876.00 6309.78 27.0
9149 4574.0 30451.00 3936.00 5926.62 27.8
9150 4574.5 31132.00 3992.00 5542.49 28.2
9151 4575.0 31900.00 3992.00 4958.06 28.8
9152 4575.5 32636.00 3988.00 4372.66 27.9
9153 4576.0 33222.00 3872.00 3618.89 28.2
9154 4576.5 33013.00 3752.00 2864.16 28.2
9155 4577.0 32823.00 3512.00 2216.82 27.4
9156 4577.5 32739.00 3268.00 1569.49 25.7
9157 4578.0 32384.00 3124.00 1177.60 24.4
9158 4578.5 32043.00 2976.00 785.71 23.6
9159 4579.0 31622.00 2936.00 502.20 23.1
9160 4579.5 31302.00 2892.00 218.68 22.6
9161 4580.0 31277.00 2940.00 116.12 22.1
9162 4580.5 31149.00 2988.00 12.58 21.6
9163 4581.0 30416.00 3044.00 6.77 21.0
9164 4581.5 28923.00 3100.00 0.00 20.4
9165 4582.0 26952.00 3164.00 0.00 20.0
9166 4582.5 25269.00 3228.00 0.00 19.6
9167 4583.0 24064.00 3176.00 0.00 19.1
9168 4583.5 23100.00 3124.00 0.00 18.8
9169 4584.0 22208.00 3028.00 0.00 19.1
9170 4584.5 21687.00 2932.00 0.00 18.8
9171 4585.0 21287.00 2872.00 0.00 18.5
9172 4585.5 20934.00 2812.00 0.00 18.0
9173 4586.0 20740.00 2676.00 0.00 17.8
9174 4586.5 20547.00 2536.00 0.00 17.7
9175 4587.0 20370.00 2376.00 0.00 17.5
9176 4587.5 19921.00 2216.00 0.00 17.8
9177 4588.0 19816.00 2200.00 50.32 17.6
9178 4588.5 20034.00 2184.00 99.67 16.9
9179 4589.0 21062.00 2172.00 391.90 16.9
9180 4589.5 22033.00 2160.00 684.14 17.0
9181 4590.0 23502.00 2248.00 1139.92 17.6
9182 4590.5 24857.00 2336.00 1595.69 19.2
9183 4591.0 26329.00 2476.00 2165.65 21.0
9184 4591.5 27323.00 2612.00 2735.62 21.1
9185 4592.0 27987.00 2728.00 3327.84 23.1
9186 4592.5 28066.00 2840.00 3919.10 22.2
9187 4593.0 28113.00 3024.00 4247.15 23.4
9188 4593.5 27915.00 3208.00 4574.24 22.4
9189 4594.0 27864.00 3412.00 4821.00 24.3
9190 4594.5 27529.00 3612.00 5066.81 24.0
9191 4595.0 27141.00 3748.00 5319.38 23.2
9192 4595.5 26682.00 3884.00 5570.99 25.6
9193 4596.0 26232.00 3988.00 5562.29 25.3
9194 4596.5 25817.00 4088.00 5552.63 24.5
9195 4597.0 25533.00 4136.00 5383.29 24.0
9196 4597.5 25390.00 4184.00 5213.95 23.9
9197 4598.0 25351.00 4316.00 4744.63 23.6
9198 4598.5 25529.00 4448.00 4274.33 23.6
9199 4599.0 26038.00 4396.00 4002.42 23.0
9200 4599.5 26909.00 4344.00 3729.53 22.9
9201 4600.0 27686.00 4312.00 3135.37 22.3
9202 4600.5 28352.00 4280.00 2541.20 22.0
9203 4601.0 28478.00 4300.00 2048.64 21.5
9204 4601.5 28630.00 4316.00 1555.11 20.6
9205 4602.0 28459.00 4336.00 1146.74 20.6
9206 4602.5 28017.00 4356.00 737.40 20.1
9207 4603.0 27735.00 4348.00 495.47 20.0
9208 4603.5 27426.00 4336.00 252.57 19.7
9209 4604.0 27497.00 4340.00 135.48 19.1
9210 4604.5 27742.00 4344.00 18.39 18.7
9211 4605.0 27278.00 4392.00 9.68 18.3
9212 4605.5 26117.00 4436.00 0.00 18.0
9213 4606.0 24464.00 4472.00 0.00 17.4
9214 4606.5 23193.00 4504.00 0.00 16.7
9215 4607.0 21959.00 4668.00 0.00 16.3
9216 4607.5 21077.00 4832.00 0.00 16.2
9217 4608.0 20421.00 4776.00 0.00 14.0
9218 4608.5 20058.00 4716.00 0.00 14.0
9219 4609.0 19749.00 4688.00 0.00 14.1
9220 4609.5 19313.00 4660.00 0.00 13.9
9221 4610.0 19009.00 4612.00 0.00 13.8
9222 4610.5 18876.00 4564.00 0.00 13.8
9223 4611.0 18726.00 4456.00 0.00 13.8
9224 4611.5 18165.00 4344.00 0.00 13.8
9225 4612.0 17897.00 4284.00 22.26 13.8
9226 4612.5 17941.00 4224.00 43.55 14.0
9227 4613.0 18323.00 4128.00 153.87 14.1
9228 4613.5 19042.00 4032.00 264.20 14.5
9229 4614.0 20150.00 4132.00 467.43 14.6
9230 4614.5 21287.00 4228.00 669.69 15.0
9231 4615.0 22890.00 4376.00 879.70 15.3
9232 4615.5 24298.00 4524.00 1088.73 16.0
9233 4616.0 25811.00 4560.00 1233.90 16.2
9234 4616.5 26678.00 4596.00 1379.07 16.7
9235 4617.0 27640.00 4624.00 1551.33 16.2
9236 4617.5 28036.00 4652.00 1722.63 17.4
9237 4618.0 28351.00 4660.00 1869.74 17.5
9238 4618.5 28391.00 4664.00 2015.87 18.0
9239 4619.0 28491.00 4664.00 2304.27 19.8
9240 4619.5 28361.00 4660.00 2591.71 21.0
9241 4620.0 27954.00 4672.00 2767.85 21.6
9242 4620.5 27512.00 4680.00 2943.99 21.4
9243 4621.0 27372.00 4612.00 2892.70 21.3
9244 4621.5 26876.00 4540.00 2841.42 22.3
9245 4622.0 26799.00 4508.00 3004.01 22.2
9246 4622.5 26961.00 4476.00 3165.64 23.6
9247 4623.0 27670.00 4324.00 2719.49 23.6
9248 4623.5 28404.00 4168.00 2272.38 21.9
9249 4624.0 28978.00 3968.00 2083.66 22.2
9250 4624.5 29352.00 3764.00 1894.94 22.2
9251 4625.0 29666.00 3512.00 1629.77 21.6
9252 4625.5 29658.00 3256.00 1364.60 22.8
9253 4626.0 29700.00 2888.00 1067.49 21.7
9254 4626.5 29540.00 2520.00 770.37 20.0
9255 4627.0 29345.00 2256.00 509.07 19.4
9256 4627.5 29190.00 1992.00 247.76 19.0
9257 4628.0 29264.00 1852.00 136.46 18.3
9258 4628.5 29089.00 1712.00 25.16 17.8
9259 4629.0 28530.00 1668.00 12.58 17.4
9260 4629.5 27424.00 1624.00 0.00 17.1
9261 4630.0 25669.00 1600.00 0.00 16.7
9262 4630.5 24122.00 1572.00 0.00 16.5
9263 4631.0 22866.00 1584.00 0.00 16.2
9264 4631.5 22130.00 1592.00 0.00 15.7
9265 4632.0 21746.00 1536.00 0.00 14.0
9266 4632.5 21494.00 1476.00 0.00 13.4
9267 4633.0 21224.00 1464.00 0.00 13.1
9268 4633.5 20963.00 1452.00 0.00 12.6
9269 4634.0 20819.00 1448.00 0.00 12.4
9270 4634.5 20744.00 1440.00 0.00 12.3
9271 4635.0 20738.00 1444.00 0.00 12.5
9272 4635.5 20717.00 1448.00 0.00 12.7
9273 4636.0 21163.00 1464.00 14.52 12.4
9274 4636.5 22077.00 1476.00 28.07 12.2
9275 4637.0 24710.00 1544.00 84.20 12.1
9276 4637.5 27474.00 1612.00 139.37 12.1
9277 4638.0 30694.00 1740.00 240.99 12.1
9278 4638.5 32976.00 1864.00 341.65 12.2
9279 4639.0 34528.00 1960.00 494.57 12.6
9280 4639.5 35078.00 2052.00 647.49 13.1
9281 4640.0 35897.00 2132.00 805.25 14.3
9282 4640.5 36143.00 2212.00 962.05 14.4
9283 4641.0 36354.00 2276.00 1014.31 14.7
9284 4641.5 36539.00 2336.00 1065.61 14.9
9285 4642.0 36685.00 2404.00 1098.52 15.3
9286 4642.5 36767.00 2468.00 1131.43 15.9
9287 4643.0 36730.00 2564.00 1238.87 16.2
9288 4643.5 36341.00 2656.00 1345.33 16.8
9289 4644.0 36021.00 2772.00 1437.28 17.3
9290 4644.5 35651.00 2888.00 1528.27 16.8
9291 4645.0 35445.00 2960.00 1572.79 17.1
9292 4645.5 35281.00 3032.00 1617.32 17.2
9293 4646.0 35066.00 3116.00 1625.06 17.2
9294 4646.5 35393.00 3196.00 1631.84 17.3
9295 4647.0 35881.00 3144.00 1429.56 17.6
9296 4647.5 36534.00 3092.00 1227.27 17.9
9297 4648.0 36682.00 3044.00 1104.35 17.9
9298 4648.5 36408.00 2996.00 981.43 18.0
9299 4649.0 36332.00 2892.00 854.64 18.1
9300 4649.5 35839.00 2788.00 727.85 17.5
9301 4650.0 35301.00 2668.00 568.15 17.1
9302 4650.5 34619.00 2544.00 407.48 16.9
9303 4651.0 34029.00 2380.00 286.50 16.6
9304 4651.5 33399.00 2212.00 164.54 16.4
